actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_qdd_0 actual_qdd_1 actual_qdd_2 actual_qdd_3 actual_qdd_4 actual_qdd_5 timestamp
3.71207804710797 -0.8254843255005873 0.8429764792549035 -1.5882884806323445 -1.570796326807946 2.141281720311417 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 100.0
3.71229301392248 -0.8256613060197514 0.8432220918640794 -1.588357112723773 -1.5707963268076142 2.1414966871259415 0.02224249590420347 -0.018312075199171208 0.025413399114971206 -0.007101324062381582 3.431907263829419e-11 0.022242495905693483 1.5111813393738243 -1.2441439326495733 1.7266162339877495 -0.4824723112971016 2.3316781704252815e-09 1.5111813394750573 100.05
3.7137234567242414 -0.8268389785375653 0.8448564594273631 -1.5888138077786695 -1.570796326805407 2.1429271299277985 0.08381341882241378 -0.06900294080241332 0.09576190877579115 -0.0267589685257216 1.2931996575467947e-10 0.08381341882802838 2.75568361885815 -2.2687330536551045 3.148535485507073 -0.8798024500123618 4.251883722540219e-09 2.7556836190427516 100.10000262013064
3.7173863952221713 -0.8298546475305111 0.849041588577545 -1.589983267960045 -1.5707963267997553 2.1465900684259736 0.1773242580044457 -0.14598969293733727 0.20260370782316148 -0.05661401605441926 2.736025721751897e-10 0.17732425801632454 3.7496692057190075 -3.087073715237444 4.284224238343935 -1.1971505478174072 5.785554390787865e-09 3.7496692059701955 100.15000524026128
3.7240943457026363 -0.8353772513857457 0.8567058283974703 -1.5921249039689422 -1.5707963267894054 2.1532980189068884 0.29584828462200047 -0.24356960922357832 0.33802458892023984 -0.09445498164634879 4.564792914242313e-10 0.29584828464181917 4.5093004672224275 -3.7124722696174435 5.152148976284301 -1.4396767363838647 6.957627909611269e-09 4.509300467524502 100.20000786039192
3.734468514798651 -0.8439182247294448 0.8685589451006815 -1.5954370473968218 -1.5707963267733984 2.163672188003598 0.4329205517686662 -0.35642014877279604 0.49463795855264026 -0.1382178126328595 6.679750297245841e-10 0.43292055179766725 5.050739770634439 -4.158235069015953 5.770776183114137 -1.612541147383361 7.793042013453481e-09 5.050739770972785 100.25001048052256
3.748951993259073 -0.8558423607551461 0.8851071967120591 -1.6000611630779464 -1.5707963267510512 2.17815566646499 0.5825378944599173 -0.47959895218867443 0.6655848370284329 -0.18598588867877577 8.988271999974005e-10 0.5825378944989411 5.390149483221073 -4.437668465653826 6.158572342619406 -1.7209039124875227 8.316734436757556e-09 5.390149483582157 100.3000131006532
3.7678229497178006 -0.8713786735520925 0.9066684077484635 -1.606086061441767 -1.5707963267219343 2.197026622924982 0.7391589296331146 -0.6085438415669214 0.8445338584781434 -0.23599002178239692 1.1404857218622053e-09 0.7391589296826304 5.543691972248361 -4.564078811751911 6.334003938586076 -1.7699251633679771 8.553642913966541e-09 5.54369197261973 100.35001572078384
3.79120782446297 -0.8906312604335768 0.9333870438993767 -1.613552110865306 -1.5707963266858525 2.2204114976717175 0.8977040561475061 -0.7390728204952698 1.0256812708547547 -0.28660845627549747 1.3851130216368974e-09 0.8977040562076428 5.527529604982331 -4.55077245953106 6.315537454800112 -1.7647650316963506 8.528705179523491e-09 5.527529605352617 100.40001834091449
3.8190945232061497 -0.9135901642652837 0.965249286707544 -1.6224554500255441 -1.5707963266428249 2.2482981964167656 1.0535554547842259 -0.8673840740534764 1.2037509359337053 -0.33636686882332684 1.625584032337748e-09 1.053555454854803 5.357824748689015 -4.411055761212124 6.121639375047477 -1.7105836491442696 8.266858967871453e-09 5.357824749047931 100.45002096104513
3.8513456108515407 -0.9401422357936349 1.0020981082496152 -1.632752200251804 -1.570796326593063 2.280549284064317 1.2025570882462948 -0.9900559688133224 1.3739943293128898 -0.38393836842460977 1.8554861936794004e-09 1.2025570883268535 5.05073977063444 -4.158235069015953 5.770776183114136 -1.6125411473833613 7.793042013453481e-09 5.050739770972786 100.50002358117575
3.8877115052651714 -0.9700819959741311 1.043648345816787 -1.6443626778781364 -1.5707963265369522 2.316915178480384 1.3410147011586202 -1.1040470528386128 1.5321905404126583 -0.42814349641154553 2.0691194520748715e-09 1.341014701248454 4.622437038084642 -3.805616735163401 5.281414362786059 -1.4757976580852525 7.132192050712628e-09 4.622437038394296 100.5500262013064
3.927843671044094 -1.0031224982996974 1.0895017765954431 -1.657175606595704 -1.5707963264750302 2.3570473442619946 1.4656958200679966 -1.2066960556851785 1.6746462724758193 -0.4679502264498092 2.2614962606355526e-09 1.4656958201661827 4.089078918305642 -3.3665071118753147 4.672020397849202 -1.3055133129215688 6.309246814091937e-09 4.089078918579569 100.60002882143704
3.9713078132855806 -1.0389061911290245 1.139162192347798 -1.6710523298051672 -1.5707963264079672 2.4005114865063932 1.5738297534431034 -1.2957218884008725 1.7981958425676343 -0.5024739645385501 2.4283415791712046e-09 1.5738297535485333 3.4668277785634785 -2.854212551372548 3.9610607720895428 -1.1068482435639388 5.3491440380344685e-09 3.4668277787957202 100.65003144156768
4.017597071356324 -1.0770157800149147 1.192050474092536 -1.6858310229690685 -1.5707963263365452 2.4468007445802376 1.663107591674508 -1.3692236435255731 1.9002011815758224 -0.5309775490103931 2.5660928741899617e-09 1.6631075917859184 2.7718459861241835 -2.282039405875954 3.16700196929304 -0.8849625816839894 4.27682145698327e-09 2.7718459863098683 100.70003406169832
4.066145212661629 -1.1169850900326241 1.2475196667854556 -1.701330905964219 -1.5707963262616378 2.4953488858887947 1.7316822070746647 -1.425680595091184 1.9785518342105606 -0.5528712505314378 2.671900118898336e-09 1.7316822071906688 2.0202959082537792 -1.6632940276063812 2.3083104732456556 -0.6450164589533454 3.117216805381393e-09 2.0202959083891163 100.75003668182896
4.116339826414613 -1.1583099281082057 1.3048700540001088 -1.7173564554340808 -1.57079632618419 2.5455434996451416 1.7781682538779136 -1.463952198621632 2.0316649590044804 -0.5677127721012596 2.743625793201207e-09 1.7781682539970323 1.228339912218301 -1.0112827687846762 1.4034527677333606 -0.392170007043635 1.8952678176718907e-09 1.228339912300587 100.8000393019596
4.167535517405401 -1.2004589453468544 1.3633642326084436 -1.7337016171411548 -1.5707963261051976 2.596739190639359 1.8016421682404813 -1.4832780911328678 2.058485328312668 -0.575207249052908 2.779844883701828e-09 1.8016421683611714 0.41214036528377507 -0.3393119816317007 0.4708953365421154 -0.13158335762648396 6.359122282978074e-10 0.4121403653113825 100.85004192209024
4.2190670997703235 -1.2428844993612491 1.4222421874614457 -1.7501540183193636 -1.5707963260256868 2.648270773007733 1.801642168240481 -1.4832780911328673 2.058485328312668 -0.5752072490529082 2.779844883701829e-09 1.801642168361172 -0.412140365283764 0.3393119816317033 -0.4708953365421084 0.13158335762648143 -6.359122282978057e-10 -0.41214036531137505 100.90004454222088
4.2702627907611115 -1.2850335165998978 1.4807363660697805 -1.7664991800264374 -1.5707963259466944 2.699466464001951 1.7781682538779144 -1.4639521986216324 2.031664959004481 -0.5677127721012599 2.7436257932012084e-09 1.7781682539970325 -1.2283399122182936 1.011282768784686 -1.4034527677333606 0.39217000704363425 -1.895267817671889e-09 -1.2283399123005758 100.95004716235152
4.320457404514095 -1.3263583546754794 1.5380867532844338 -1.7825247294962994 -1.5707963258692466 2.7496610777582973 1.7316822070746656 -1.4256805950911842 1.9785518342105615 -0.5528712505314382 2.6719001188983364e-09 1.7316822071906695 -2.0202959082537757 1.6632940276063874 -2.3083104732456556 0.6450164589533438 -3.1172168053813913e-09 -2.0202959083891128 101.00004978248217
4.3690055458194 -1.3663276646931883 1.5935559459773527 -1.7980246124914496 -1.5707963257943391 2.7982092190668544 1.66310759167451 -1.3692236435255736 1.9002011815758253 -0.5309775490103936 2.5660928741899646e-09 1.6631075917859195 -2.7718459861241795 2.2820394058759637 -3.167001969293044 0.8849625816839887 -4.276821456983275e-09 -2.7718459863098572 101.0500524026128
4.415294803890144 -1.404437253579079 1.6464442277220916 -1.8128033056553514 -1.5707963257229172 2.844498477140699 1.573829753443103 -1.2957218884008699 1.798195842567632 -0.5024739645385494 2.428341579171202e-09 1.5738297535485322 -3.4668277785634714 2.854212551372555 -3.961060772089539 1.1068482435639353 -5.349144038034459e-09 -3.4668277787957096 101.10005502274345
4.458758946131631 -1.4402209464084064 1.6961046434744462 -1.8266800288648144 -1.5707963256558541 2.887962619385098 1.4656958200679975 -1.206696055685179 1.6746462724758198 -0.46795022644980955 2.261496260635554e-09 1.465695820166183 -4.089078918305638 3.3665071118753254 -4.672020397849213 1.305513312921568 -6.309246814091944e-09 -4.08907891857957 101.15005764287409
4.498891111910552 -1.4732614487339721 1.7419580742531022 -1.8394929575823817 -1.5707963255939321 2.9280947851667083 1.3410147011586213 -1.1040470528386144 1.5321905404126608 -0.4281434964115457 2.069119452074876e-09 1.341014701248456 -4.622437038084633 3.8056167351634116 -5.281414362786066 1.4757976580852525 -7.132192050712635e-09 -4.622437038394289 101.20006026300473
4.5352570063241835 -1.5032012089144686 1.783508311820274 -1.8511034352087141 -1.5707963255378214 2.964460679582775 1.2025570882462937 -0.9900559688133198 1.3739943293128887 -0.38393836842460916 1.8554861936793986e-09 1.202557088326853 -5.0507397706344275 4.158235069015962 -5.770776183114132 1.6125411473833595 -7.793042013453468e-09 -5.050739770972774 101.25006288313537
4.5675080939695745 -1.5297532804428196 1.8203571333623452 -1.8614001854349742 -1.5707963254880595 2.9967117672303267 1.0535554547842274 -0.867384074053477 1.203750935933706 -0.3363668688233272 1.6255840323377508e-09 1.0535554548548043 -5.357824748689009 4.41105576121214 -6.121639375047486 1.710583649144271 -8.266858967871462e-09 -5.357824749047931 101.30006550326601
4.595394792712755 -1.5527121842745264 1.8522193761705124 -1.8703035245952122 -1.570796325445032 3.0245984659753744 0.8977040561475093 -0.7390728204952701 1.0256812708547578 -0.28660845627549836 1.3851130216369009e-09 0.8977040562076446 -5.527529604982329 4.550772459531076 -6.3155374548001175 1.7647650316963481 -8.528705179523496e-09 -5.527529605352611 101.35006812339665
4.618779667457924 -1.571964771156011 1.878938012321426 -1.8777695740187514 -1.57079632540895 3.0479833407221104 0.7391589296331124 -0.6085438415669198 0.8445338584781422 -0.2359900217823964 1.1404857218622011e-09 0.7391589296826283 -5.5436919722483475 4.564078811751924 -6.334003938586078 1.7699251633679762 -8.55364291396654e-09 -5.543691972619715 101.40007074352728
4.6376506239166515 -1.587501083952957 1.9004992233578293 -1.8837944723825715 -1.5707963253798332 3.0668542971821013 0.5825378944599199 -0.4795989521886748 0.6655848370284364 -0.18598588867877655 8.988271999974042e-10 0.5825378944989438 -5.390149483221066 4.437668465653844 -6.15857234261941 1.7209039124875258 -8.316734436757566e-09 -5.3901494835821575 101.45007336365792
4.652134102377073 -1.5994252199786583 1.9170474749692072 -1.8884185880636966 -1.570796325357486 3.0813377756434948 0.432920551768664 -0.3564201487727954 0.4946379585526411 -0.13821781263285848 6.679750297245812e-10 0.4329205517976643 -5.0507397706344355 4.158235069015963 -5.770776183114135 1.6125411473833577 -7.793042013453473e-09 -5.0507397709727675 101.50007598378856
